id	text	title
1294	A memory card reader is a device, typically having a USB interface, for accessing the data on a memory card such as a CompactFlash (CF), Secure Digital (SD) or MultiMediaCard (MMC).	Memory card reader
1295	The story tells the adventures of wandering sailor Ishmael , and his voyage on the whaleship Pequod , commanded by Captain Ahab.	Moby-Dick
1296	The ancient Greeks thought that the Trojan War was a historical event that had taken place in the 13th or 12th century BC, and believed that Troy was located in modern-day Turkey near the Dardanelles .	Trojan War
1297	The greater palatine canal (or pterygopalatine canal) is a passage in the skull that transmits the greater palatine artery , vein, and nerve between the pterygopalatine fossa and the oral cavity .	Greater palatine canal
1298	Antarctica has the lowest naturally occurring temperature ever recorded on the ground on Earth: −89.2 °C (−128.6 °F) at Vostok Station .	Climate of Antarctica
1299	Oregon Institute of Technology, also known as Oregon Tech or OIT, is one of seven Universities in the Oregon University System , and the only public institute of technology in the Pacific Northwest .	Oregon Institute of Technology
1300	In Judaism , a day commences at dusk and lasts until the following dusk, thus the first day of Passover only begins after dusk of the 14th of Nisan and ends at dusk of the 15th day of the month of Nisan.	Passover
1301	Halley's Comet last appeared in the inner Solar System in 1986 and will next appear in mid-2061.	Halley's Comet
1302	The soybean (US) or soya bean (UK) (Glycine max) is a species of legume native to East Asia, widely grown for its edible bean which has numerous uses.	Soybean
1303	LinkedIn () is a social networking website for people in professional occupations.	LinkedIn
1304	Rough and Ready is a census-designated place in Nevada County, California , United States .	Rough and Ready, California
1305	It is located west of Grass Valley, California , approximately 62 miles (100 km) from Sacramento .	Rough and Ready, California
1306	Rashard Quovon Lewis (born August 8, 1979 in Pineville, Louisiana ) is an American professional basketball player who currently plays for the Miami Heat of the NBA .	Rashard Lewis
1307	Doxycycline is a member of the tetracycline antibiotics group, and is commonly used to treat a variety of infections .	Doxycycline
1308	Sodium hypochlorite is a chemical compound with the formula NaClO.	Sodium hypochlorite
1309	Sodium hypochlorite solution, commonly known as bleach or liquid bleach, is frequently used as a disinfectant or a bleaching agent.	Sodium hypochlorite
1310	A CAPTCHA () is a type of challenge-response test used in computing as an attempt to ensure that the response is generated by a human being .	CAPTCHA
1311	Jacques-Yves Cousteau (; commonly known in English as Jacques Cousteau; 11 June 1910 – 25 June 1997) was a French naval officer, explorer , conservationist , filmmaker, innovator, scientist, photographer, author and researcher who studied the sea and all forms of life in water.	Jacques Cousteau
1312	The Fugitive Slave Law or Fugitive Slave Act was passed by the United States Congress on September 18, 1850, as part of the Compromise of 1850 between Southern slave-holding interests and Northern Free-Soilers .	Fugitive Slave Act of 1850
1313	Trin-i-tee 5:7 is a gospel duo from New Orleans, Louisiana in the United States .	Trin-i-tee 5:7
1314	The United States federal earned income tax credit or earned income credit (EITC or EIC) is a refundable tax credit for low- and medium-income individuals and couples, primarily for those who have qualifying children.	Earned Income Tax Credit
1315	International Men's Day (IMD) is an annual international event celebrated on 19th November.	International Men's Day
1316	Village is a district in the San Fernando Valley region of Los Angeles, California .	Valley Village, Los Angeles
1317	Cancer (♋) is an astrological sign , which is associated with the constellation Cancer .	Cancer (astrology)
1318	The USA PATRIOT Act of 2001 is an Act of the U.S. Congress that was signed into law by President George W. Bush on October 26, 2001.	Patriot Act
1319	The bridge became known for its pitching deck, and collapsed into Puget Sound the morning of November 7, 1940, under high wind conditions.	Tacoma Narrows Bridge
1320	It is a food and fibre crop that is grown in cooler regions of the world.	Flax
1321	GSM (Global System for Mobile Communications, originally '), is a standard set developed by the European Telecommunications Standards Institute (ETSI) to describe protocols for second generation ( 2G ) digital cellular networks used by mobile phones .	GSM
1322	The Lend Lease act was an act where the United States had supported its allies.	Lend-Lease
1323	Lend-Lease () was the law that started a program under which the United States of America supplied the United Kingdom , the USSR , Republic of China , Free France , and other Allied nations with materiel between 1941 and 1945.	Lend-Lease
1324	Castillo San Felipe del Morro also known as Fort San Felipe del Morro or Morro Castle, is a 16th-century citadel located in San Juan, Puerto Rico .	Castillo San Felipe del Morro
1325	Poison dart frog (also dart-poison frog, poison frog or formerly poison arrow frog) is the common name of a group of frogs in the family Dendrobatidae which are native to Central and South America .	Poison dart frog
1326	The 2006 Winter Olympics, officially known as the XX Olympic Winter Games, was a winter multi-sport event which was celebrated in Turin , Italy from February 10, 2006, through February 26, 2006.	2006 Winter Olympics
1327	Judas is a song by American recording artist Lady Gaga , from her second studio album Born This Way (2011).	Judas (song)
1328	It was released by Interscope Records on April 15, 2011, four days ahead of its scheduled release.	Judas (song)
1329	H.264/MPEG-4 Part 10 or AVC (Advanced Video Coding) is a standard for video compression , and is currently one of the most commonly used formats for the recording, compression, and distribution of high definition video .	H.264/MPEG-4 AVC
1330	Non-binding arbitration is a type of arbitration in which the arbitrator makes a determination of the rights of the parties to the dispute, but this determination is not binding upon them, and no enforceable arbitration award is issued.	Non-binding arbitration
1331	"John James ""Mr. Big"" Preston is a recurring fictional character in the HBO series Sex and the City , portrayed by Chris Noth ."	Mr. Big (Sex and the City)
1332	The film was nominated for five Academy Awards including Best Actor (Joaquin Phoenix), Best Actress (Reese Witherspoon, which she won), and Best Costume Design ( Arianne Phillips ).	Walk the Line
1333	A map is a visual representation of an areaa symbolic depiction highlighting relationships between elements of that space such as objects , regions , and themes .	Map
1334	Nelson Mandela Metropolitan University (NMMU) is a South African tertiary education institution with its main administration in the coastal city of Port Elizabeth .	Nelson Mandela Metropolitan University
1335	How the West Was Won is a 1962 American epic - Western film.	How the West Was Won (film)
1336	The cover artwork for Enema of the State features porn star Janine Lindemulder famously clad in a nurse uniform.	Enema of the State
1337	"Charles Dillon ""Casey"" Stengel (; July 30, 1890 – September 29, 1975), nicknamed ""The Old Perfessor"", was an American Major League Baseball outfielder and manager ."	Casey Stengel
1338	George Washington at Constitutional Convention of 1787, signing of U.S. Constitution.	Constitution
1339	An invoice or bill is a commercial document issued by a seller to a buyer , indicating the products , quantities, and agreed prices for products or services the seller has provided the buyer.	Invoice
1340	She was played by actress Amy Jo Johnson during the first three seasons of the show, plus on the two feature films of the franchise.	Kimberly Hart
1341	Squash is a racquet sport played by two (singles) or four players (doubles) in a four-walled court with a small, hollow rubber ball.	Squash (sport)
